"gene_id","cluster","in_apcluster","zscore","ap_q"
"AT1G77760","C37",TRUE,TRUE,0
"AT1G77770","C13",TRUE,TRUE,0
"AT1G77885","C50",TRUE,TRUE,0
"AT1G77920","C12",TRUE,TRUE,0
"AT1G77940","C39",TRUE,TRUE,0
"AT1G78020","C41",TRUE,TRUE,0
"AT1G78030","C26",TRUE,TRUE,0
"AT1G78040","C32",TRUE,TRUE,0
"AT1G78070","C05",TRUE,TRUE,0
"AT1G78100","C33",TRUE,TRUE,0
"AT1G78210","C44",TRUE,TRUE,0
"AT1G78280","C04",TRUE,TRUE,0
"AT1G78310","C13",TRUE,TRUE,0
"AT1G78340","C08",TRUE,TRUE,0
"AT1G78370","C35",TRUE,TRUE,0
"AT1G78380","C01",TRUE,TRUE,0
"AT1G78410","C52",TRUE,TRUE,0
"AT1G78420","C13",TRUE,TRUE,0
"AT1G78430","C24",TRUE,TRUE,0
"AT1G78450","C19",TRUE,TRUE,0
"AT1G78460","C38",TRUE,TRUE,0
"AT1G78550","C12",TRUE,TRUE,0
"AT1G78570","C12",TRUE,TRUE,0
"AT1G78580","C36",TRUE,TRUE,0
"AT1G78600","C05",TRUE,TRUE,0
"AT1G78660","C44",TRUE,TRUE,0
"AT1G78670","C05",TRUE,TRUE,0
"AT1G78820","C20",TRUE,TRUE,0
"AT1G78830","C19",TRUE,TRUE,0
"AT1G78850","C38",TRUE,TRUE,0
"AT1G78995","C20",TRUE,TRUE,0
"AT1G79075","C39",TRUE,TRUE,0
"AT1G79245","C11",TRUE,TRUE,0
"AT1G79260","C36",TRUE,TRUE,0
"AT1G79270","C13",TRUE,TRUE,0
"AT1G79340","C04",TRUE,TRUE,0
"AT1G79390","C38",TRUE,TRUE,0
"AT1G79410","C05",TRUE,TRUE,0
"AT1G79530","C41",TRUE,TRUE,0
"AT1G79600","C13",TRUE,TRUE,0
"AT1G79850","C34",TRUE,TRUE,0
"AT1G79940","C04",TRUE,TRUE,0
"AT1G80040","C06",TRUE,TRUE,0
"AT1G80110","C02",TRUE,TRUE,0
"AT1G80130","C55",TRUE,TRUE,0
"AT1G80160","C02",TRUE,TRUE,0
"AT1G80180","C21",TRUE,TRUE,0
"AT1G80300","C44",TRUE,TRUE,0
"AT1G80460","C28",TRUE,TRUE,0
"AT1G80490","C03",TRUE,TRUE,0
"AT1G80510","C52",TRUE,TRUE,0
"AT1G80610","C53",TRUE,TRUE,0
"AT1G80620","C36",TRUE,TRUE,0
"AT1G80640","C42",TRUE,TRUE,0
"AT1G80670","C13",TRUE,TRUE,0
"AT1G80750","C37",TRUE,TRUE,0
"AT1G80800","C47",TRUE,TRUE,0
"AT1G80840","C12",TRUE,TRUE,0
"AT1G80860","C36",TRUE,TRUE,0
"AT1G80890","C15",TRUE,TRUE,0
"AT2G00410","C24",TRUE,TRUE,0
"AT2G01090","C24",TRUE,TRUE,0
"AT2G01250","C39",TRUE,TRUE,0
"AT2G01450","C49",TRUE,TRUE,0
"AT2G01470","C06",TRUE,TRUE,0
"AT2G01490","C06",TRUE,TRUE,0
"AT2G01530","C47",TRUE,TRUE,0
"AT2G01540","C15",TRUE,TRUE,0
"AT2G01590","C25",TRUE,TRUE,0
"AT2G01600","C13",TRUE,TRUE,0
"AT2G01620","C18",TRUE,TRUE,0
"AT2G01650","C15",TRUE,TRUE,0
"AT2G01670","C12",TRUE,TRUE,0
"AT2G01735","C11",TRUE,TRUE,0
"AT2G01755","C20",TRUE,TRUE,0
"AT2G01870","C39",TRUE,TRUE,0
"AT2G01880","C47",TRUE,TRUE,0
"AT2G01918","C22",TRUE,TRUE,0
"AT2G02040","C08",TRUE,TRUE,0
"AT2G02070","C20",TRUE,TRUE,0
"AT2G02100","C39",TRUE,TRUE,0
"AT2G02130","C36",TRUE,TRUE,0
"AT2G02230","C13",TRUE,TRUE,0
"AT2G02360","C53",TRUE,TRUE,0
"AT2G02370","C12",TRUE,TRUE,0
"AT2G02390","C01",TRUE,TRUE,0
"AT2G02710","C11",TRUE,TRUE,0
"AT2G02760","C01",TRUE,TRUE,0
"AT2G02800","C16",TRUE,TRUE,0
"AT2G02810","C53",TRUE,TRUE,0
"AT2G02870","C02",TRUE,TRUE,0
"AT2G02950","C25",TRUE,TRUE,0
"AT2G03140","C25",TRUE,TRUE,0
"AT2G03270","C08",TRUE,TRUE,0
"AT2G03310","C21",TRUE,TRUE,0
"AT2G03420","C19",TRUE,TRUE,0
"AT2G03440","C20",TRUE,TRUE,0
"AT2G03510","C15",TRUE,TRUE,0
"AT2G03730","C12",TRUE,TRUE,0
"AT2G03750","C40",TRUE,TRUE,0
"AT2G03760","C17",TRUE,TRUE,0
"AT2G03870","C39",TRUE,TRUE,0
"AT2G03980","C49",TRUE,TRUE,0
"AT2G04039","C22",TRUE,TRUE,0
"AT2G04040","C17",TRUE,TRUE,0
"AT2G04050","C11",TRUE,TRUE,0
"AT2G04170","C51",TRUE,TRUE,0
"AT2G04270","C33",TRUE,TRUE,0
"AT2G04350","C05",TRUE,TRUE,0
"AT2G04378","C31",TRUE,TRUE,0
"AT2G04390","C39",TRUE,TRUE,0
"AT2G04400","C49",TRUE,TRUE,0
"AT2G04450","C55",TRUE,TRUE,0
"AT2G04460","C27",TRUE,TRUE,0
"AT2G04530","C28",TRUE,TRUE,0
"AT2G04690","C15",TRUE,TRUE,0
"AT2G04780","C24",TRUE,TRUE,0
"AT2G04790","C24",TRUE,TRUE,0
"AT2G05070","C18",TRUE,TRUE,0
"AT2G05100","C18",TRUE,TRUE,0
"AT2G05220","C38",TRUE,TRUE,0
"AT2G05310","C27",TRUE,TRUE,0
"AT2G05380","C01",TRUE,TRUE,0
"AT2G05510","C32",TRUE,TRUE,0
"AT2G05630","C11",TRUE,TRUE,0
"AT2G05632","C11",TRUE,TRUE,0
"AT2G05840","C08",TRUE,TRUE,0
"AT2G05920","C38",TRUE,TRUE,0
"AT2G05935","C50",TRUE,TRUE,0
"AT2G05940","C05",TRUE,TRUE,0
"AT2G06050","C49",TRUE,TRUE,0
"AT2G06255","C49",TRUE,TRUE,0
"AT2G06520","C20",TRUE,TRUE,0
"AT2G06530","C05",TRUE,TRUE,0
"AT2G06850","C26",TRUE,TRUE,0
"AT2G06925","C21",TRUE,TRUE,0
"AT2G07340","C38",TRUE,TRUE,0
"AT2G07360","C03",TRUE,TRUE,0
"AT2G07774","C09",TRUE,TRUE,0
"AT2G07777","C09",TRUE,TRUE,0
"AT2G07850","C47",TRUE,TRUE,0
"AT2G08345","C14",TRUE,TRUE,0
"AT2G08650","C44",TRUE,TRUE,0
"AT2G09420","C55",TRUE,TRUE,0
"AT2G09990","C40",TRUE,TRUE,0
"AT2G10940","C22",TRUE,TRUE,0
"AT2G13360","C26",TRUE,TRUE,0
"AT2G13610","C43",TRUE,TRUE,0
"AT2G13790","C53",TRUE,TRUE,0
"AT2G13840","C10",TRUE,TRUE,0
"AT2G14115","C12",TRUE,TRUE,0
"AT2G14247","C28",TRUE,TRUE,0
"AT2G14460","C40",TRUE,TRUE,0
"AT2G14560","C52",TRUE,TRUE,0
"AT2G14580","C55",TRUE,TRUE,0
"AT2G14610","C52",TRUE,TRUE,0
"AT2G14660","C19",TRUE,TRUE,0
"AT2G14750","C49",TRUE,TRUE,0
"AT2G14878","C53",TRUE,TRUE,0
"AT2G14880","C21",TRUE,TRUE,0
"AT2G14890","C40",TRUE,TRUE,0
"AT2G14900","C36",TRUE,TRUE,0
"AT2G15050","C20",TRUE,TRUE,0
"AT2G15090","C55",TRUE,TRUE,0
"AT2G15480","C13",TRUE,TRUE,0
"AT2G15490","C01",TRUE,TRUE,0
"AT2G15580","C40",TRUE,TRUE,0
"AT2G15620","C21",TRUE,TRUE,0
"AT2G15890","C20",TRUE,TRUE,0
"AT2G15960","C11",TRUE,TRUE,0
"AT2G15970","C34",TRUE,TRUE,0
"AT2G16005","C31",TRUE,TRUE,0
"AT2G16060","C55",TRUE,TRUE,0
"AT2G16367","C48",TRUE,TRUE,0
"AT2G16430","C55",TRUE,TRUE,0
"AT2G16586","C09",TRUE,TRUE,0
"AT2G16595","C17",TRUE,TRUE,0
"AT2G16660","C06",TRUE,TRUE,0
"AT2G16700","C15",TRUE,TRUE,0
"AT2G16720","C04",TRUE,TRUE,0
"AT2G16770","C32",TRUE,TRUE,0
"AT2G16790","C07",TRUE,TRUE,0
"AT2G16900","C05",TRUE,TRUE,0
"AT2G16950","C33",TRUE,TRUE,0
"AT2G17120","C52",TRUE,TRUE,0
"AT2G17130","C52",TRUE,TRUE,0
"AT2G17190","C03",TRUE,TRUE,0
"AT2G17220","C12",TRUE,TRUE,0
"AT2G17240","C39",TRUE,TRUE,0
"AT2G17360","C41",TRUE,TRUE,0
"AT2G17380","C13",TRUE,TRUE,0
"AT2G17500","C01",TRUE,TRUE,0
"AT2G17550","C01",TRUE,TRUE,0
"AT2G17630","C38",TRUE,TRUE,0
"AT2G17695","C25",TRUE,TRUE,0
"AT2G17700","C05",TRUE,TRUE,0
"AT2G17710","C53",TRUE,TRUE,0
"AT2G17720","C12",TRUE,TRUE,0
"AT2G17730","C11",TRUE,TRUE,0
"AT2G17972","C40",TRUE,TRUE,0
"AT2G17990","C06",TRUE,TRUE,0
"AT2G18020","C39",TRUE,TRUE,0
"AT2G18160","C41",TRUE,TRUE,0
"AT2G18170","C01",TRUE,TRUE,0
"AT2G18193","C14",TRUE,TRUE,0
"AT2G18210","C49",TRUE,TRUE,0
"AT2G18230","C29",TRUE,TRUE,0
"AT2G18300","C20",TRUE,TRUE,0
"AT2G18328","C28",TRUE,TRUE,0
"AT2G18400","C39",TRUE,TRUE,0
"AT2G18440","C21",TRUE,TRUE,0
"AT2G18600","C13",TRUE,TRUE,0
"AT2G18700","C03",TRUE,TRUE,0
"AT2G18740","C39",TRUE,TRUE,0
"AT2G18860","C06",TRUE,TRUE,0
"AT2G18910","C20",TRUE,TRUE,0
"AT2G18980","C26",TRUE,TRUE,0
"AT2G18990","C34",TRUE,TRUE,0
"AT2G19180","C17",TRUE,TRUE,0
"AT2G19450","C11",TRUE,TRUE,0
"AT2G19460","C11",TRUE,TRUE,0
"AT2G19590","C32",TRUE,TRUE,0
"AT2G19680","C39",TRUE,TRUE,0
"AT2G19710","C04",TRUE,TRUE,0
"AT2G19720","C18",TRUE,TRUE,0
"AT2G19730","C39",TRUE,TRUE,0
"AT2G19740","C39",TRUE,TRUE,0
"AT2G19750","C38",TRUE,TRUE,0
"AT2G19800","C02",TRUE,TRUE,0
"AT2G19830","C13",TRUE,TRUE,0
"AT2G19870","C36",TRUE,TRUE,0
"AT2G20180","C20",TRUE,TRUE,0
"AT2G20450","C39",TRUE,TRUE,0
"AT2G20490","C39",TRUE,TRUE,0
"AT2G20500","C13",TRUE,TRUE,0
"AT2G20515","C35",TRUE,TRUE,0
"AT2G20560","C12",TRUE,TRUE,0
"AT2G20610","C46",TRUE,TRUE,0
"AT2G20690","C18",TRUE,TRUE,0
"AT2G20724","C26",TRUE,TRUE,0
"AT2G20725","C55",TRUE,TRUE,0
"AT2G20740","C13",TRUE,TRUE,0
"AT2G20760","C04",TRUE,TRUE,0
"AT2G20890","C22",TRUE,TRUE,0
"AT2G20900","C14",TRUE,TRUE,0
"AT2G20920","C06",TRUE,TRUE,0
"AT2G20930","C54",TRUE,TRUE,0
"AT2G20990","C11",TRUE,TRUE,0
"AT2G21045","C36",TRUE,TRUE,0
"AT2G21185","C25",TRUE,TRUE,0
"AT2G21190","C13",TRUE,TRUE,0
"AT2G21210","C18",TRUE,TRUE,0
"AT2G21220","C22",TRUE,TRUE,0
"AT2G21270","C04",TRUE,TRUE,0
"AT2G21290","C37",TRUE,TRUE,0
"AT2G21320","C35",TRUE,TRUE,0
"AT2G21330","C22",TRUE,TRUE,0
"AT2G21520","C01",TRUE,TRUE,0
"AT2G21530","C22",TRUE,TRUE,0
"AT2G21560","C05",TRUE,TRUE,0
"AT2G21580","C39",TRUE,TRUE,0
"AT2G21620","C12",TRUE,TRUE,0
"AT2G21640","C11",TRUE,TRUE,0
"AT2G21660","C38",TRUE,TRUE,0
"AT2G21860","C26",TRUE,TRUE,0
"AT2G21900","C52",TRUE,TRUE,0
"AT2G21970","C24",TRUE,TRUE,0
"AT2G22080","C18",TRUE,TRUE,0
"AT2G22122","C20",TRUE,TRUE,0
"AT2G22170","C24",TRUE,TRUE,0
"AT2G22330","C46",TRUE,TRUE,0
"AT2G22400","C39",TRUE,TRUE,0
"AT2G22430","C44",TRUE,TRUE,0
"AT2G22470","C16",TRUE,TRUE,0
"AT2G22640","C47",TRUE,TRUE,0
"AT2G22650","C22",TRUE,TRUE,0
"AT2G22670","C21",TRUE,TRUE,0
"AT2G22690","C12",TRUE,TRUE,0
"AT2G22770","C47",TRUE,TRUE,0
"AT2G22860","C49",TRUE,TRUE,0
"AT2G22870","C37",TRUE,TRUE,0
"AT2G22880","C43",TRUE,TRUE,0
"AT2G23070","C14",TRUE,TRUE,0
"AT2G23110","C02",TRUE,TRUE,0
"AT2G23120","C35",TRUE,TRUE,0
"AT2G23130","C35",TRUE,TRUE,0
"AT2G23150","C06",TRUE,TRUE,0
"AT2G23170","C11",TRUE,TRUE,0
"AT2G23320","C17",TRUE,TRUE,0
"AT2G23450","C02",TRUE,TRUE,0
"AT2G23460","C05",TRUE,TRUE,0
"AT2G23560","C47",TRUE,TRUE,0
"AT2G23600","C18",TRUE,TRUE,0
"AT2G23610","C41",TRUE,TRUE,0
"AT2G23670","C22",TRUE,TRUE,0
"AT2G23672","C34",TRUE,TRUE,0
"AT2G23680","C54",TRUE,TRUE,0
"AT2G23690","C24",TRUE,TRUE,0
"AT2G23760","C02",TRUE,TRUE,0
"AT2G23810","C12",TRUE,TRUE,0
"AT2G23840","C12",TRUE,TRUE,0
"AT2G23930","C39",TRUE,TRUE,0
"AT2G23980","C01",TRUE,TRUE,0
"AT2G24040","C17",TRUE,TRUE,0
"AT2G24060","C23",TRUE,TRUE,0
"AT2G24090","C27",TRUE,TRUE,0
"AT2G24100","C14",TRUE,TRUE,0
"AT2G24150","C37",TRUE,TRUE,0
"AT2G24200","C49",TRUE,TRUE,0
"AT2G24260","C15",TRUE,TRUE,0
"AT2G24290","C20",TRUE,TRUE,0
"AT2G24360","C53",TRUE,TRUE,0
"AT2G24395","C22",TRUE,TRUE,0
"AT2G24500","C06",TRUE,TRUE,0
"AT2G24580","C18",TRUE,TRUE,0
"AT2G24590","C18",TRUE,TRUE,0
"AT2G24762","C29",TRUE,TRUE,0
"AT2G24790","C37",TRUE,TRUE,0
"AT2G24850","C50",TRUE,TRUE,0
"AT2G24860","C50",TRUE,TRUE,0
"AT2G24970","C55",TRUE,TRUE,0
"AT2G24980","C33",TRUE,TRUE,0
"AT2G24990","C55",TRUE,TRUE,0
"AT2G25000","C54",TRUE,TRUE,0
"AT2G25060","C18",TRUE,TRUE,0
"AT2G25080","C11",TRUE,TRUE,0
"AT2G25110","C07",TRUE,TRUE,0
"AT2G25140","C17",TRUE,TRUE,0
"AT2G25180","C10",TRUE,TRUE,0
"AT2G25210","C39",TRUE,TRUE,0
"AT2G25450","C45",TRUE,TRUE,0
"AT2G25480","C39",TRUE,TRUE,0
"AT2G25510","C54",TRUE,TRUE,0
"AT2G25520","C15",TRUE,TRUE,0
"AT2G25625","C06",TRUE,TRUE,0
"AT2G25650","C08",TRUE,TRUE,0
"AT2G25720","C40",TRUE,TRUE,0
"AT2G25735","C46",TRUE,TRUE,0
"AT2G25737","C12",TRUE,TRUE,0
"AT2G25830","C25",TRUE,TRUE,0
"AT2G25880","C21",TRUE,TRUE,0
"AT2G25900","C20",TRUE,TRUE,0
"AT2G25980","C38",TRUE,TRUE,0
"AT2G26010","C19",TRUE,TRUE,0
"AT2G26020","C35",TRUE,TRUE,0
"AT2G26110","C31",TRUE,TRUE,0
"AT2G26190","C55",TRUE,TRUE,0
"AT2G26230","C01",TRUE,TRUE,0
"AT2G26240","C20",TRUE,TRUE,0
"AT2G26300","C10",TRUE,TRUE,0
"AT2G26355","C16",TRUE,TRUE,0
"AT2G26370","C31",TRUE,TRUE,0
"AT2G26400","C53",TRUE,TRUE,0
"AT2G26440","C54",TRUE,TRUE,0
"AT2G26530","C44",TRUE,TRUE,0
"AT2G26550","C25",TRUE,TRUE,0
"AT2G26560","C46",TRUE,TRUE,0
"AT2G26580","C18",TRUE,TRUE,0
"AT2G26695","C20",TRUE,TRUE,0
"AT2G26740","C50",TRUE,TRUE,0
"AT2G26800","C12",TRUE,TRUE,0
"AT2G26840","C19",TRUE,TRUE,0
"AT2G26900","C21",TRUE,TRUE,0
"AT2G26975","C42",TRUE,TRUE,0
"AT2G26980","C37",TRUE,TRUE,0
"AT2G26990","C13",TRUE,TRUE,0
"AT2G27090","C05",TRUE,TRUE,0
"AT2G27200","C13",TRUE,TRUE,0
"AT2G27210","C03",TRUE,TRUE,0
"AT2G27310","C44",TRUE,TRUE,0
"AT2G27330","C36",TRUE,TRUE,0
"AT2G27400","C20",TRUE,TRUE,0
"AT2G27402","C23",TRUE,TRUE,0
"AT2G27470","C36",TRUE,TRUE,0
"AT2G27490","C05",TRUE,TRUE,0
"AT2G27500","C05",TRUE,TRUE,0
"AT2G27530","C39",TRUE,TRUE,0
"AT2G27550","C12",TRUE,TRUE,0
"AT2G27580","C14",TRUE,TRUE,0
"AT2G27590","C42",TRUE,TRUE,0
"AT2G27600","C08",TRUE,TRUE,0
"AT2G27660","C54",TRUE,TRUE,0
"AT2G27690","C44",TRUE,TRUE,0
"AT2G27710","C39",TRUE,TRUE,0
"AT2G27720","C39",TRUE,TRUE,0
"AT2G27820","C46",TRUE,TRUE,0
"AT2G27830","C02",TRUE,TRUE,0
"AT2G27840","C38",TRUE,TRUE,0
"AT2G27970","C39",TRUE,TRUE,0
"AT2G28000","C21",TRUE,TRUE,0
"AT2G28150","C37",TRUE,TRUE,0
"AT2G28200","C19",TRUE,TRUE,0
"AT2G28290","C04",TRUE,TRUE,0
"AT2G28305","C37",TRUE,TRUE,0
"AT2G28400","C12",TRUE,TRUE,0
"AT2G28470","C25",TRUE,TRUE,0
"AT2G28540","C03",TRUE,TRUE,0
"AT2G28605","C20",TRUE,TRUE,0
"AT2G28660","C39",TRUE,TRUE,0
"AT2G28720","C37",TRUE,TRUE,0
"AT2G28740","C37",TRUE,TRUE,0
"AT2G28790","C46",TRUE,TRUE,0
"AT2G28890","C15",TRUE,TRUE,0
"AT2G28900","C26",TRUE,TRUE,0
"AT2G28910","C12",TRUE,TRUE,0
"AT2G28950","C39",TRUE,TRUE,0
"AT2G29170","C35",TRUE,TRUE,0
"AT2G29180","C23",TRUE,TRUE,0
"AT2G29290","C20",TRUE,TRUE,0
"AT2G29310","C25",TRUE,TRUE,0
"AT2G29320","C19",TRUE,TRUE,0
"AT2G29340","C22",TRUE,TRUE,0
"AT2G29360","C19",TRUE,TRUE,0
"AT2G29390","C01",TRUE,TRUE,0
"AT2G29400","C53",TRUE,TRUE,0
"AT2G29420","C01",TRUE,TRUE,0
"AT2G29440","C45",TRUE,TRUE,0
"AT2G29450","C45",TRUE,TRUE,0
"AT2G29460","C02",TRUE,TRUE,0
"AT2G29470","C02",TRUE,TRUE,0
"AT2G29480","C01",TRUE,TRUE,0
"AT2G29490","C01",TRUE,TRUE,0
"AT2G29500","C01",TRUE,TRUE,0
"AT2G29510","C19",TRUE,TRUE,0
"AT2G29550","C36",TRUE,TRUE,0
"AT2G29570","C40",TRUE,TRUE,0
"AT2G29670","C49",TRUE,TRUE,0
"AT2G29720","C54",TRUE,TRUE,0
"AT2G29960","C42",TRUE,TRUE,0
"AT2G29990","C17",TRUE,TRUE,0
"AT2G29995","C34",TRUE,TRUE,0
"AT2G30010","C34",TRUE,TRUE,0
"AT2G30040","C14",TRUE,TRUE,0
"AT2G30130","C17",TRUE,TRUE,0
"AT2G30140","C07",TRUE,TRUE,0
"AT2G30250","C17",TRUE,TRUE,0
"AT2G30270","C14",TRUE,TRUE,0
"AT2G30440","C17",TRUE,TRUE,0
"AT2G30550","C15",TRUE,TRUE,0
"AT2G30620","C37",TRUE,TRUE,0
"AT2G30670","C51",TRUE,TRUE,0
"AT2G30720","C02",TRUE,TRUE,0
"AT2G30860","C46",TRUE,TRUE,0
"AT2G30870","C46",TRUE,TRUE,0
"AT2G30942","C24",TRUE,TRUE,0
"AT2G30950","C13",TRUE,TRUE,0
"AT2G31170","C26",TRUE,TRUE,0
"AT2G31200","C13",TRUE,TRUE,0
"AT2G31260","C12",TRUE,TRUE,0
"AT2G31280","C17",TRUE,TRUE,0
"AT2G31305","C03",TRUE,TRUE,0
"AT2G31350","C14",TRUE,TRUE,0
"AT2G31370","C34",TRUE,TRUE,0
"AT2G31390","C06",TRUE,TRUE,0
"AT2G31570","C13",TRUE,TRUE,0
"AT2G31585","C16",TRUE,TRUE,0
"AT2G31610","C38",TRUE,TRUE,0
"AT2G31660","C40",TRUE,TRUE,0
"AT2G31670","C18",TRUE,TRUE,0
"AT2G31725","C37",TRUE,TRUE,0
"AT2G31730","C36",TRUE,TRUE,0
"AT2G31740","C52",TRUE,TRUE,0
"AT2G31750","C08",TRUE,TRUE,0
"AT2G31790","C21",TRUE,TRUE,0
"AT2G31880","C52",TRUE,TRUE,0
"AT2G31945","C05",TRUE,TRUE,0
"AT2G32020","C16",TRUE,TRUE,0
"AT2G32030","C52",TRUE,TRUE,0
"AT2G32060","C38",TRUE,TRUE,0
"AT2G32100","C19",TRUE,TRUE,0
"AT2G32150","C02",TRUE,TRUE,0
"AT2G32160","C53",TRUE,TRUE,0
"AT2G32180","C23",TRUE,TRUE,0
"AT2G32220","C40",TRUE,TRUE,0
"AT2G32230","C23",TRUE,TRUE,0
"AT2G32260","C04",TRUE,TRUE,0
"AT2G32380","C37",TRUE,TRUE,0
"AT2G32480","C19",TRUE,TRUE,0
"AT2G32487","C46",TRUE,TRUE,0
"AT2G32520","C54",TRUE,TRUE,0
"AT2G32540","C24",TRUE,TRUE,0
"AT2G32650","C21",TRUE,TRUE,0
"AT2G32720","C42",TRUE,TRUE,0
"AT2G32765","C19",TRUE,TRUE,0
"AT2G32850","C04",TRUE,TRUE,0
"AT2G32910","C33",TRUE,TRUE,0
"AT2G32920","C14",TRUE,TRUE,0
"AT2G32960","C43",TRUE,TRUE,0
"AT2G33120","C14",TRUE,TRUE,0
"AT2G33150","C05",TRUE,TRUE,0
"AT2G33180","C20",TRUE,TRUE,0
"AT2G33255","C38",TRUE,TRUE,0
"AT2G33330","C21",TRUE,TRUE,0
"AT2G33370","C39",TRUE,TRUE,0
"AT2G33380","C45",TRUE,TRUE,0
"AT2G33400","C20",TRUE,TRUE,0
"AT2G33450","C23",TRUE,TRUE,0
"AT2G33530","C54",TRUE,TRUE,0
"AT2G33590","C14",TRUE,TRUE,0
"AT2G33610","C02",TRUE,TRUE,0
"AT2G33630","C07",TRUE,TRUE,0
"AT2G33700","C10",TRUE,TRUE,0
"AT2G33735","C19",TRUE,TRUE,0
"AT2G33845","C54",TRUE,TRUE,0
"AT2G33850","C18",TRUE,TRUE,0
"AT2G33855","C20",TRUE,TRUE,0
"AT2G34050","C34",TRUE,TRUE,0
"AT2G34070","C02",TRUE,TRUE,0
"AT2G34140","C30",TRUE,TRUE,0
"AT2G34250","C15",TRUE,TRUE,0
"AT2G34300","C29",TRUE,TRUE,0
"AT2G34430","C27",TRUE,TRUE,0
"AT2G34480","C38",TRUE,TRUE,0
"AT2G34520","C40",TRUE,TRUE,0
"AT2G34585","C55",TRUE,TRUE,0
"AT2G34600","C44",TRUE,TRUE,0
"AT2G34620","C19",TRUE,TRUE,0
"AT2G34630","C05",TRUE,TRUE,0
"AT2G34640","C20",TRUE,TRUE,0
"AT2G34660","C06",TRUE,TRUE,0
"AT2G34720","C08",TRUE,TRUE,0
"AT2G34770","C11",TRUE,TRUE,0
"AT2G34810","C44",TRUE,TRUE,0
"AT2G34910","C32",TRUE,TRUE,0
"AT2G35060","C14",TRUE,TRUE,0
"AT2G35120","C36",TRUE,TRUE,0
"AT2G35130","C33",TRUE,TRUE,0
"AT2G35260","C18",TRUE,TRUE,0
"AT2G35390","C01",TRUE,TRUE,0
"AT2G35450","C09",TRUE,TRUE,0
"AT2G35470","C18",TRUE,TRUE,0
"AT2G35520","C14",TRUE,TRUE,0
"AT2G35605","C37",TRUE,TRUE,0
"AT2G35635","C13",TRUE,TRUE,0
"AT2G35795","C21",TRUE,TRUE,0
"AT2G35810","C54",TRUE,TRUE,0
"AT2G35820","C20",TRUE,TRUE,0
"AT2G35830","C41",TRUE,TRUE,0
"AT2G35930","C49",TRUE,TRUE,0
"AT2G35960","C33",TRUE,TRUE,0
"AT2G36000","C39",TRUE,TRUE,0
"AT2G36080","C46",TRUE,TRUE,0
"AT2G36100","C42",TRUE,TRUE,0
"AT2G36120","C31",TRUE,TRUE,0
"AT2G36145","C27",TRUE,TRUE,0
"AT2G36160","C39",TRUE,TRUE,0
"AT2G36170","C39",TRUE,TRUE,0
"AT2G36220","C05",TRUE,TRUE,0
"AT2G36300","C11",TRUE,TRUE,0
"AT2G36310","C06",TRUE,TRUE,0
"AT2G36360","C15",TRUE,TRUE,0
"AT2G36380","C45",TRUE,TRUE,0
"AT2G36460","C13",TRUE,TRUE,0
"AT2G36580","C04",TRUE,TRUE,0
"AT2G36620","C39",TRUE,TRUE,0
"AT2G36680","C12",TRUE,TRUE,0
"AT2G36690","C20",TRUE,TRUE,0
"AT2G36750","C05",TRUE,TRUE,0
"AT2G36780","C14",TRUE,TRUE,0
"AT2G36790","C13",TRUE,TRUE,0
"AT2G36800","C01",TRUE,TRUE,0
"AT2G36830","C47",TRUE,TRUE,0
"AT2G36835","C23",TRUE,TRUE,0
"AT2G36880","C38",TRUE,TRUE,0
"AT2G36890","C06",TRUE,TRUE,0
"AT2G36900","C13",TRUE,TRUE,0
"AT2G36950","C06",TRUE,TRUE,0
"AT2G36970","C43",TRUE,TRUE,0
"AT2G36990","C19",TRUE,TRUE,0
"AT2G37040","C38",TRUE,TRUE,0
"AT2G37080","C18",TRUE,TRUE,0
"AT2G37110","C06",TRUE,TRUE,0
"AT2G37120","C24",TRUE,TRUE,0
"AT2G37130","C09",TRUE,TRUE,0
"AT2G37150","C11",TRUE,TRUE,0
"AT2G37170","C32",TRUE,TRUE,0
"AT2G37180","C48",TRUE,TRUE,0
"AT2G37190","C39",TRUE,TRUE,0
"AT2G37240","C12",TRUE,TRUE,0
"AT2G37270","C39",TRUE,TRUE,0
"AT2G37390","C24",TRUE,TRUE,0
"AT2G37450","C19",TRUE,TRUE,0
"AT2G37470","C23",TRUE,TRUE,0
"AT2G37510","C55",TRUE,TRUE,0
"AT2G37570","C45",TRUE,TRUE,0
"AT2G37580","C49",TRUE,TRUE,0
"AT2G37600","C38",TRUE,TRUE,0
"AT2G37620","C45",TRUE,TRUE,0
"AT2G37640","C35",TRUE,TRUE,0
"AT2G37660","C20",TRUE,TRUE,0
"AT2G37710","C53",TRUE,TRUE,0
"AT2G37760","C01",TRUE,TRUE,0
"AT2G37770","C07",TRUE,TRUE,0
"AT2G37860","C39",TRUE,TRUE,0
"AT2G37940","C12",TRUE,TRUE,0
"AT2G37990","C41",TRUE,TRUE,0
"AT2G38000","C14",TRUE,TRUE,0
"AT2G38140","C23",TRUE,TRUE,0
"AT2G38170","C41",TRUE,TRUE,0
"AT2G38210","C41",TRUE,TRUE,0
"AT2G38230","C22",TRUE,TRUE,0
"AT2G38240","C45",TRUE,TRUE,0
"AT2G38250","C06",TRUE,TRUE,0
"AT2G38290","C12",TRUE,TRUE,0
"AT2G38310","C44",TRUE,TRUE,0
"AT2G38360","C05",TRUE,TRUE,0
"AT2G38380","C31",TRUE,TRUE,0
